,title,total_votes,mean_vote
34293,"Adio, Rio",196,7.6
34294,Almost Blue,677,5.7
34295,American Beauty,1049009,8.2
34296,L'amico del cuore,364,6.1
34297,Beyond the Law,144,5.0
34298,Miyamoto Musashi: Nitôryû kaigen,138,7.1
34299,Byalata staya,119,7.9
34300,Black Dawn - Alba nera,206,4.5
34301,The Black Gestapo,971,4.6
34302,"Bon shans, inspektore!",203,8.0
34303,Bornholms stemme,414,6.2
34304,Boy Meets Girl,287,7.0
34305,Covjek koga treba ubiti,237,7.3
34306,Crucea de piatra,259,7.4
34307,Dami kanyat,755,8.3
34308,Dropout,131,7.4
34309,Duri a morire,137,5.8
34310,Il padre del soldato,3811,9.0
34311,E allora mambo!,520,6.5
34312,Neon Genesis Evangelion: The End of Evangelion,36457,8.2
34313,Hun shen shi dan,322,6.3
34314,Neon Genesis Evangelion: Death & Rebirth,11467,7.5
34315,"Fear, Anxiety & Depression",663,6.4
34316,Febbre d'amore,102,5.7
34317,Fuyajô,536,7.4
34318,Galaxy Express 999: Fantasia Eterna,126,6.5
34319,Hollywood Palms,113,6.3
34320,Il Grinch,198436,6.4
34321,In principio erano le mutande,122,7.1
34322,Jolly Blu,326,5.6
34323,History Is Made at Night,779,4.9
34324,Klyuch bez prava peredachi,134,7.2
34325,Liang Po Po chong chu jiang hu,107,5.7
34326,Lulekuqet mbi mure,192,8.6
34327,Lupin III: Trappola mortale,464,7.0
34328,Lupin III: Le profezie di Nostradamus,597,7.0
34329,"Rakkaudella, Maire",301,6.7
34330,Luna Papa,3048,7.4
34331,Morgan's Ferry,436,5.2
34332,Nergebi,114,7.9
34333,Nyama nishto po-hubavo ot loshoto vreme,117,7.4
34334,Gimilis bichebi,108,8.2
34335,Pan Tadeusz,2996,6.3
34336,Pizza King,405,5.7
34337,Prince of Central Park,557,5.6
34338,Testimone scomoda,233,4.0
34339,Project Vampire,170,3.5
34340,"Rats ginakhavs, vegar nakhav",137,7.6
34341,Il resto di niente,177,7.0
34342,Aleksis Kiven elämä,553,6.2
34343,SF: Episode One,2537,7.5
34344,Savage Honeymoon,123,6.3
34345,Sladkaya zhenshchina,133,7.1
34346,Slamený klobouk,117,7.3
34347,Fink fährt ab,101,6.3
34348,Stikkfrí,184,6.8
34349,Zhen xin hua,118,7.2
34350,Sublet,192,5.3
34351,Tigerland,37549,7.1
34352,Train to Pakistan,234,6.9
34353,Train de vie - Un treno per vivere,8658,7.8
34354,Vito e gli altri,173,6.9
34355,Vlak bez voznog reda,105,7.4
34356,Vchera,3095,9.2
34357,Zimovanje u Jakobsfeldu,246,7.6
34358,Nevera po slovensky,189,7.4
34359,...e venne il tempo di uccidere,106,6.4
34360,Agaton Sax: Una rapina e un cappello,103,6.4
34361,Airspeed - Il volo del terrore,1211,3.8
34362,Amor & Cia,183,7.1
34363,Back from Hell,166,4.0
34364,Barierata,174,7.5
34365,Una brutta indagine per l'ispettore Brown,882,6.1
34366,Carlo's Wake,108,5.5
34367,Ces messieurs de la Santé,110,6.8
34368,La Bibbia secondo Pierino,333,7.2
34369,Trappola esplosiva,1333,3.9
34370,Dobrovoljci,124,6.2
34371,Driving Force,122,4.8
34372,Edinstvennaya,111,6.7
34373,Amore pericoloso,210,5.2
34374,Family Tree,200,6.4
34375,Femalien 2,529,3.9
34376,Peccati a luci rosse,456,4.7
34377,Generation Ax,101,4.5
34378,Getting to Know You - Cominciando a conoscerti,396,7.3
34379,Giorgobistve,731,8.0
34380,Girl Gang,169,5.5
34381,Gun Shy - Un revolver in analisi,6841,5.8
34382,Gen di Hiroshima 2,973,7.3
34383,Hamlet 2000,8985,6.1
34384,Haunting - Presenze,70086,5.0
34385,Iyulskiy dozhd,766,7.8
34386,Tentazioni d'amore,49326,6.6
34387,Kozure satsujin ken,256,7.0
34388,Dusting Cliff 7,240,4.6
34389,Legenda o knyagine Olge,110,7.3
34390,Lisova pisnya. Mavka,162,7.2
34391,Lycanthrope,108,4.6
34392,La maschera del demonio,278,4.8
34393,Me vkhedav mzes,104,7.7
34394,Medená veza,246,7.7
34395,Nëntori i dytë,139,8.4
34396,No Vacancy,753,5.3
34397,Betty Love,32633,6.3
34398,Epilogo,181,7.6
34399,Rad na odredjeno vreme,619,7.3
34400,Ratcatcher,8543,7.6
34401,Razvod na odredjeno vreme,337,7.1
34402,Rites of Passage,1084,6.5
34403,Il principe del sale,335,7.2
34404,Stringer,166,4.9
34405,Boys Don't Cry,91123,7.6
34406,Tange Sazen: Hien iaigiri,286,7.0
34407,Gan no tera,109,7.1
34408,The Thin Pink Line,297,5.0
34409,Traitor's Heart,218,4.5
34410,Un sogno realizzato,2524,6.1
34411,Wonderland,3900,7.3
34412,Usatyy nyan,326,7.3
34413,V nachale slavnykh del,131,7.4
34414,Viewer Discretion Advised,111,4.3
34415,Zawgat Ragoul Mohem,1110,8.0
34416,O Xangô de Baker Street,1057,6.9
34417,Yunost Petra,163,7.3
34418,Il disertore e i nomadi,198,7.0
34419,Zhenikh s togo sveta,264,6.8
34420,Aatank Hi Aatank,752,6.1
34421,Alex l'ariete,747,2.2
34422,Bad Boys II,227621,6.7
34423,Bekhudi,184,5.5
34424,Bhabhi,120,4.8
34425,Bloodsport: The Dark Kumite,1035,3.3
34426,The Blue Parrot,133,5.5
34427,Bol Radha Bol,728,6.2
34428,Ancora un passo... e pregherai il tuo Dio!,140,7.4
34429,Chaahat,2560,6.9
34430,Daulat Ki Jung,804,6.3
34431,Operazione Koby,176,7.2
34432,Fine di una storia,21025,7.2
34433,Qualcuno nel buio,198,5.3
34434,The Million Dollar Kid,388,3.7
34435,Frau Holle,185,6.6
34436,Freefall - Panico ad alta quota,353,5.0
34437,Fuori dal mondo,740,7.5
34438,The Gentleman,183,5.9
34439,Ragazze interrotte,160231,7.5
34440,Il gladiatore,1308193,8.5
34441,Der grosse Bagarozy,619,5.8
34442,Guardami,609,5.9
34443,Guddu,2168,6.5
34444,Hameshaa,591,5.9
34445,E morì con un felafel in mano,3356,7.3
34446,Hulchul,398,5.3
34447,Jie tou sha shou,661,4.8
34448,Jack of Hearts,102,4.7
34449,Body Shots,5206,5.1
34450,Il segreto di Joe Gould,1473,6.7
34451,"Boris, il leggendario macedone",162,7.3
34452,Komodo,3169,4.3
34453,Succede qualcosa,46845,8.0
34454,Labor Pains,215,5.1
34455,Lal Baadshah,563,3.7
34456,I lautari,240,8.1
34457,Chin long chuen suet,612,6.5
34458,Una voce per gridare,3449,6.3
34459,Mars na Drinu,1456,8.6
34460,"Moj ata, socialisticni kulak",699,8.5
34461,Moy laskovyy i nezhnyy zver,906,7.6
34462,Operazione Kappa: sparate a vista,113,6.0
34463,Pehla Nasha,310,6.7
34464,Play Dead,184,6.2
34465,Ponedjeljak ili utorak,114,7.4
34466,Posetitel muzeya,889,7.4
34467,Premaloka,469,8.1
34468,The Prince and the Surfer,253,5.0
34469,Pyaar Kiya To Darna Kya,4119,7.0
34470,Pyaar To Hona Hi Tha,2826,6.9
34471,The Rawhide Terror,122,3.9
34472,Saajan Ka Ghar,128,6.0
34473,666: Mo gui fu huo,227,5.1
34474,Schlaraffenland,411,5.6
34475,Schneewittchen,188,6.6
34476,Solunski atentatori,105,7.4
34477,Sporlaust,103,5.2
34478,Tra le pietre grigie,133,7.0
34479,Stop! Look! and Laugh!,224,6.0
34480,Svatba jako remen,168,7.6
34481,Swarg,1111,7.1
34482,"Südsee, eigene Insel",136,5.9
34483,Tum Mere Ho,845,5.7
34484,Tyutyun,276,7.9
34485,Ungfrúin góða og húsið,159,6.4
34486,Sugar Town,801,6.3
34487,"Wer liebt, dem wachsen Flügel...",110,3.1
34488,Zigs,226,5.2
34489,Zonja nga qyteti,100,8.5
34490,Kiss Kiss Bang Bang,358,7.3
34491,Adaptatziya,150,8.2
34492,Andjeo cuvar,181,7.1
34493,Bestije,151,6.6
34494,Sky High,270,2.9
34495,Sesso e pazzia,119,6.4
34496,Cats,4640,7.8
34497,Cavka,168,7.1
34498,A morte Hollywood,13392,6.4
34499,Cudo nevidjeno,737,8.1
34500,Drahé tety a já,136,6.6
34501,The Eleventh Commandment,155,3.4
34502,"The Executioner, Part II",328,3.9
34503,La divorziata,258,7.3
34504,Filibus,105,6.5
34505,Final Fantasy,79526,6.6
34506,Frozen Scream,369,3.3
34507,Il fuoco (la favilla - la vampa - la cenere),103,7.1
34508,Hogo fogo Homolka,313,7.1
34509,Home Sweet Home,302,7.6
34510,L'homme qui n'était pas là,111,7.1
34511,"Lucky, re del deserto",596,6.4
34512,Iskusavanje djavola,162,7.2
34513,Il giorno del matrimonio,190,6.9
34514,Jovana Lukina,158,7.2
34515,Ölsäm... bagisla,324,8.7
34516,Kimberly,650,5.6
34517,Kvar,104,7.0
34518,The Magic of Marciano,309,7.2
34519,Le malin plaisir,128,6.2
34520,Mirka,243,6.9
34521,Na putu za Katangu,138,7.1
34522,Nasvidenje v naslednji vojni,124,7.2
34523,Osadeni dushi,479,8.3
34524,Paparazzi,919,4.4
34525,Paviljon VI,180,7.5
34526,Pentru patrie,236,7.7
34527,Prêtres interdits,199,7.1
34528,The Road to Hollywood,151,5.2
34529,Il castello incantato,365,7.3
34530,Inganni pericolosi,3289,4.6
34531,Skazka o tsare Saltane,328,7.2
34532,Un uomo solo,253,6.6
34533,Monte-Cristo 70,164,6.0
34534,Stalingrad,382,7.2
34535,Subotom uvece,104,7.6
34536,Svitati,823,4.2
34537,Il terzo miracolo,3138,6.7
34538,U ime naroda,264,8.1
34539,The Ugly Duckling,112,5.7
34540,Una,349,7.6
34541,Sciampiste & Co.,3948,6.4
34542,Whipped - Ragazzi al guinzaglio,3888,4.7
34543,Arachveulebrivi gamopena,519,8.6
34544,Gli eroi di Antropoid,361,7.6
34545,Autumn in New York,24514,5.7
34546,Ação Entre Amigos,365,7.3
34547,Bikini Med School,114,2.2
34548,The Brothers,106,7.0
34549,Misery Harbour,360,6.3
34550,Frankenstein Reborn!,108,4.5
34551,L'impero del mitra,121,5.5
34552,Girl in Gold Boots,3483,3.3
34553,Gorugo 13,175,6.9
34554,"Matzu, quello sporco onesto sbirro",1038,7.1
34555,Goyôkiba: Oni no Hanzô yawahada koban,780,6.8
34556,AAA cercasi fidanzata disperatamente,137,6.3
34557,In fuga dal passato,1232,6.2
34558,"Hodíme se k sobe, milácku...?",111,6.4
34559,"Jen ho nechte, at se bojí",109,6.0
34560,Khareba da Gogia,193,7.7
34561,Klopka za generala,106,6.3
34562,Krakonos a lyzníci,173,7.2
34563,The Pied Piper,1046,7.9
34564,Kým sa skoncí táto noc,117,7.3
34565,Hurricane - Il grido dell'innocenza,90121,7.6
34566,Loving Jezebel,348,6.3
34567,Melodii beloy nochi,112,7.2
34568,Ningyo densetsu,131,6.7
34569,Monella,3095,5.6
34570,Nebesnye lastochki,225,7.3
34571,Neka druga zena,113,6.9
34572,File: programma mortale,837,4.8
34573,Novaya Moskva,101,6.4
34574,Odinokim predostavlyaetsya obshchezhitiye,248,7.1
34575,Point Blank - Appuntamento con la morte,1497,4.5
34576,Propala hramota,686,8.7
34577,Schpaaa,693,6.2
34578,"Scary Movie - Senza paura, senza vergogna... senza cervello!",228332,6.3
34579,Second Chances,312,7.2
34580,Sekkusu hantâ: Sei kariudo,132,6.2
34581,Shturetz v uhoto,113,7.8
34582,Sherekilebi,961,9.0
34583,"Shiloh, un cucciolo per amico 2",797,6.4
34584,Sikvaruli kvelas unda,212,7.6
34585,Snezenky a machri,503,7.3
34586,La balsa de piedra,570,6.1
34587,Veris ubnis melodiebi,631,8.0
34588,Walking Across Egypt,1148,7.6
34589,The Werewolf Reborn!,119,4.2
34590,Zacharovannaya Desna,123,7.3
34591,Aap Ki Kasam,380,7.3
34592,The Case of Charles Peace,145,6.2
34593,Charming Billy,160,6.4
34594,Chase Me Charlie,101,6.4
34595,Cherry Falls - Il paese del male,12021,5.3
34596,Shonen jidai,173,7.2
34597,Choknutye,102,7.0
34598,Chor Machaye Shor,142,6.9
34599,Freeway II: Confessions of a Trickbaby,2675,5.7
34600,Deal of a Lifetime,326,5.2
34601,O Delfim,331,6.9
34602,Dervis i smrt,268,7.2
34603,Dolce far niente,180,7.0
34604,Drak sa vracia,289,7.2
34605,Dvoboj za Juznu prugu,121,6.2
34606,Enemy Action,102,5.1
34607,La signora non si deve uccidere,110,6.2
34608,Giochi erotici nella terza galassia,380,3.5
34609,The Guy from Harlem,525,2.8
34610,Hajde da se volimo 2,523,5.3
34611,Historien om Kim Skov,232,3.4
34612,La colomba bianca,548,7.5
34613,Nikudan,323,7.5
34614,Just a Little Harmless Sex,684,5.2
34615,Keby som mal pusku,153,7.0
34616,Khronika pikiruyushchego bombardirovshchika,212,7.7
34617,Machekha,268,7.5
34618,Mad Cows,306,4.3
34619,Triplo inganno,1659,6.1
34620,Madelief: Krassen in het tafelblad,417,7.3
34621,Magistral,172,6.6
34622,Magnolia,284687,7.9
34623,Nada en la nevera,335,6.5
34624,La otra conquista,1103,7.7
34625,Congiura mortale,411,4.3
34626,Patthar Ke Sanam,125,7.0
34627,Omicidio perfetto,283,6.2
34628,Prikosnoveniye,557,7.2
34629,Il principe e la stella della sera,667,7.2
34630,Prisioneros de la tierra,122,7.2
34631,"Prokhindiada, ili Beg na meste",133,6.2
34632,Puteshestvie v drugoy gorod,128,6.4
34633,Pyar Kiye Jaa,162,7.4
34634,Rocktober Blood,588,5.2
34635,Roti,410,7.2
34636,S.,174,6.0
34637,Slnko v sieti,703,7.5
34638,The Story of O: Untold Pleasures,243,6.0
34639,Stín kapradiny,103,7.1
34640,Sudden Death,120,5.7
34641,Ostaggi della follia,365,4.0
34642,Tube Tales,1295,6.5
34643,Le témoin,108,7.1
34644,Universal Soldier,27480,4.5
34645,Without Evidence,900,4.6
34646,El abuelo,1684,7.7
34647,Alice e Martin,1646,6.5
34648,E' una pazzia,1705,5.7
34649,Le beauf,189,5.2
34650,The Fighter - Il massacro,410,3.1
34651,Camdan Kalp,148,7.0
34652,Cudna devojka,101,7.4
34653,Dead End - Omicidi a catena,590,8.1
34654,Delta Force One: The Lost Patrol,383,3.3
34655,Dossier 51,738,7.5
34656,Dödlig drift,348,5.4
34657,Kunoichi ninpô-chô: Yagyû gaiden,193,5.2
34658,Az ember tragédiája,682,7.9
34659,Velocità cosmica,316,3.8
34660,G2,313,3.1
34661,"God, Sex & Apple Pie",212,5.4
34662,Gossip,14277,6.1
34663,Haloa - praznik kurvi,189,6.5
34664,Miyamoto Musashi: Hannyazaka no kettô,156,7.2
34665,A Hero Never Dies,958,7.2
34666,Kain XVIII,131,7.4
34667,Kids World,258,5.6
34668,Lágrimas negras,430,6.7
34669,Love and Action in Chicago,409,5.5
34670,Mister Iks,152,7.4
34671,Mulher Objeto,175,5.8
34672,Mazhki vremena,149,7.8
34673,Occasional Coarse Language,144,6.1
34674,20/20 Target Criminale,659,5.8
34675,Ormai è fatta!,226,6.7
34676,Out of Season,141,6.4
34677,Pomni imya svoye,115,7.4
34678,Prebroyavane na divite zaytzi,167,7.2
34679,Quelque chose d'organique,110,6.2
34680,The Rowdy Girls,363,4.3
34681,Sample People,355,5.2
34682,Seven Girlfriends,1130,6.1
34683,Sisters of Death,882,4.5
34684,Sonnenallee,6146,7.0
34685,Spaceman,248,6.4
34686,Gik dou jung faan,232,6.3
34687,Tako se kalio celik,159,6.9
34688,To xylo vgike apo ton Paradeiso,1642,7.1
34689,Vivre au paradis,138,5.2
34690,Breaking Out,1977,6.5
34691,The Wolves of Kromer,707,6.4
34692,Aa Gale Lag Jaa,319,7.5
34693,Aghaat,115,7.4
34694,Absolute Giganten,4269,7.9
34695,Ajans-E Shisheh-I,5725,8.0
34696,L'amante perduto,135,5.9
34697,Die Braut,117,5.0
34698,Il gatto con gli stivali,560,6.7
34699,Geliebte Clara,252,5.9
34700,Una spia per caso,1959,5.5
34701,Conquest,163,6.9
34702,Crush Proof,188,6.6
34703,Dalalíf,228,7.6
34704,Dis diefthyntis,1277,7.7
34705,I figli del secolo,1629,6.6
34706,Tra le gambe,2683,6.6
34707,Erleuchtung garantiert,1252,7.3
34708,The Fall of the House of Usher,407,4.9
34709,Fever,630,6.4
34710,Galaxy Quest,146064,7.4
34711,Historia kina w Popielawach,288,7.4
34712,Hotel Splendide,1151,6.8
34713,Im Juli,20655,7.9
34714,Jón Oddur & Jón Bjarni,125,7.3
34715,Karyera Dimy Gorina,183,7.1
34716,Kebab Connection,4849,6.8
34717,Killer Bud,437,5.3
34718,The Killer Eye,870,3.2
34719,King of the Jungle,514,6.3
34720,L'ultima seduzione 2,435,4.7
34721,Mehr-E Madari,563,7.1
34722,Með allt á hreinu,358,8.0
34723,New Blood,656,5.6
34724,Nic,124,7.1
34725,La chiave del piacere,404,5.8
34726,La tempesta perfetta,154003,6.4
34727,A Place Called Truth,208,4.6
34728,Lussuria,297,5.0
34729,Siam Sunset,1048,6.7
34730,U Pana Boga za piecem,896,7.0
34731,I soferina,1010,6.3
34732,Stranger Than Fiction - Un incubo senza fine,1208,6.4
34733,Sunset Strip,1439,6.0
34734,Unter den Palmen,126,6.4
34735,Zhenatyy kholostyak,131,6.9
34736,L'âme-soeur,117,3.6
34737,Aan Milo Sajna,193,6.6
34738,Aandhi,1336,8.1
34739,Aasha,192,5.9
34740,Nichts als die Wahrheit,798,7.5
34741,La cifra impar,109,6.8
34742,Delitto alla moda,133,4.6
34743,Droh Kaal,361,7.8
34744,Fishing with Gandhi,121,7.2
34745,Il giudice ragazzino,102,6.9
34746,Golia e il cavaliere mascherato,143,4.7
34747,Goliath e la schiava ribelle,101,5.9
34748,Hazaar Chaurasi Ki Maa,260,7.5
34749,Ho vinto la lotteria di Capodanno,623,5.9
34750,O Homem que Virou Suco,278,7.4
34751,Verità apparente,2888,5.9
34752,Exit,265,5.4
34753,A Kind of Hush,190,3.2
34754,Htypokardia sto thranio,1235,6.5
34755,The Life Before This,483,6.5
34756,Lovers - French Dogma #1,644,6.4
34757,Lyubit po-russki,120,5.8
34758,Mansfield Park,21546,7.2
34759,Verdetto bianco,358,6.9
34760,Revenge of the Virgins,262,4.2
34761,The Ring,62269,7.3
34762,Sky Liner,114,5.2
34763,Whiteboyz,1761,5.7
34764,You're Dead...,459,5.9
34765,Mui tin oi nei 8 siu si,193,7.1
34766,Third World Cop,367,6.7
34767,Aldri annet enn bråk,119,6.4
34768,Moonlight Mile - Voglia di ricominciare,13367,6.8
34769,Boli zhi cheng,542,7.1
34770,Gonne al bivio,25806,6.9
34771,Coronación,445,7.2
34772,Dear Claudia,303,5.9
34773,La fame e la sete,407,6.0
34774,Le due verità - Forever mine,2234,5.6
34775,La fortezza: Segregati nello spazio,6403,4.6
34776,Fuchzhou,123,7.7
34777,Zbogum na dvaesetiot vek,559,7.0
34778,The Hawk of Powder River,112,6.1
34779,Groupie Girl,164,5.5
34780,La maschera della morte rossa,244,3.6
34781,The Midnight Hour,173,3.4
34782,The Monkey's Paw,264,5.7
34783,La proposta,655,5.8
34784,Rancid Aluminium,1024,3.7
34785,Singuratatea florilor,106,7.6
34786,Sometimes Aunt Martha Does Dreadful Things,429,5.4
34787,Vendetta finale,1381,4.4
34788,Nell'occhio del ciclone,1366,4.4
34789,Tre camere a Manhattan,404,6.7
34790,Troublemaker,103,7.3
34791,Who's the Caboose?,236,6.2
34792,15 minuti - Follia omicida a New York,47946,6.1
34793,I Aliki sto Naftiko,1669,6.5
34794,L'an 01,406,5.8
34795,El baisano Jalil,100,7.3
34796,Anche i pugili vanno in paradiso,341,7.8
34797,Kapetan fandis bastouni,499,6.5
34798,El cometa,166,6.9
34799,Crno seme,205,8.0
34800,Debeli i mrsavi,100,5.0
34801,Dill Scallion,334,7.0
34802,To doloma,823,6.4
34803,Drugarcine,122,6.5
34804,The Eden Myth,203,8.5
34805,Angels with Angles,122,6.1
34806,O filos mou o Lefterakis,874,7.2
34807,Gospodja ministarka,126,7.5
34808,G.M.T. - Giovani musicisti di talento,613,7.2
34809,Hajduk,124,7.2
34810,Harem suare,2615,6.4
34811,Minaccia nucleare,980,4.2
34812,Torce rosse,204,6.0
34813,Battlefield Constantinople,903,6.0
34814,Italia a mano armata,419,6.7
34815,Italian Fast Food,121,4.4
34816,Kamiondzije opet voze,1060,8.1
34817,Krepkiy oreshek,158,6.6
34818,Krvava bajka,154,7.1
34819,Ljubav i moda,241,7.6
34820,The Love Match,104,7.2
34821,Lucignolo,389,5.5
34822,Macskafogó,9240,8.4
34823,Majstor i Sampita,118,6.0
34824,Makedonska krvava svadba,128,7.8
34825,Mar de Rosas,104,7.1
34826,I Maria tis siopis,380,5.2
34827,Nema malih bogova,144,7.9
34828,Nije nego,254,7.4
34829,Nûdo no yoru,254,6.6
34830,Paja i Jare,918,8.4
34831,Paperback Hero,1999,6.8
34832,To potami,107,7.2
34833,Pluto Nash,24184,4.1
34834,Poltron,288,7.3
34835,Quills - La penna dello scandalo,50924,7.4
34836,Requiem for a Dream,748291,8.2
34837,Revoir Julie,158,6.8
34838,Sesta brzina,574,8.1
34839,"A Smell of Honey, a Swallow of Brine",183,6.3
34840,Soft Fruit,501,6.8
34841,Stranger in My House,329,5.7
34842,L'orecchio dei Whit,662,6.5
34843,Timur i yego komanda,107,6.7
34844,Top of the Heap,163,6.7
34845,O trellopenintaris,283,6.0
34846,Understanding Jane,248,7.1
34847,Unhinged,1549,5.2
34848,Visnja na Tasmajdanu,168,7.1
34849,Weekend,254,6.6
34850,If You Only Knew,591,5.9
34851,Women Talking Dirty,611,6.6
34852,Yara,201,7.1
34853,Addio zio Tom,1359,6.8
34854,Avanture Borivoja Surdilovica,197,7.7
34855,Bagnomaria,325,4.8
34856,Bice bolje,155,5.9
34857,Bog je umro uzalud,214,7.4
34858,La bomba,269,5.7
34859,Burdus,112,6.9
34860,Le clone,225,3.4
34861,Decko koji obecava,1378,8.2
34862,Druga Zikina dinastija,1468,7.6
34863,Drzanje za vazduh,109,7.3
34864,Drømmeslottet,128,5.5
34865,Elvis Gratton II: Miracle à Memphis,941,5.8
34866,Ena asteio koritsi,272,4.4
34867,Equinox Knocks,107,5.8
34868,Erogena zona,129,6.8
34869,Escanaba in da Moonlight,1711,7.0
34870,Everything's Jake,112,7.2
34871,B gai waak,179,6.4
34872,Funny Valentines,497,8.3
34873,Gorgones kai mages,692,6.3
34874,Groznica ljubavi,101,7.1
34875,Hajde da se volimo,626,5.4
34876,Hardball,27785,6.6
34877,I hartopaihtra,1265,7.4
34878,I Kina spiser de hunde,19579,7.6
34879,I de gyni na fovitai ton andra,1702,7.9
34880,La iena,111,4.7
34881,"Je te tiens, tu me tiens par la barbichette",128,5.3
34882,Katiforos,299,6.7
34883,Kazi zasto me ostavi,397,7.2
34884,I mercenari di Macao,160,4.8
34885,Ta kitrina gantia,1177,7.9
34886,Klinkevals,243,5.7
34887,To Klotsoskoufi,334,5.6
34888,I komissa tis fabrikas,115,6.7
